s_tabl_figu_id;s_sam_row;s_sam_col;valu
figu_01_01  ;NA          ;PRODvalu    ;  0.01569587
figu_01_01  ;NA          ;VAADvalu    ;  0.01054291
figu_01_01  ;NA          ;CONFvalu    ;  0.02828523
figu_01_01  ;NA          ;INCGvalu    ; -0.10215284
figu_01_01  ;NA          ;IMPOvalu    ;  0.00024797
figu_01_01  ;NA          ;EXPOvalu    ;  0.00128345
figu_01_01  ;NA          ;INVTvalu    ; -0.09701263
figu_01_01  ;NA          ;UNEMppts    ; -0.01619777
figu_01_01  ;NA          ;CPINinde    ; -0.00677759
figu_02_01  ;NA          ;aagri       ;  0.01492870
figu_02_01  ;NA          ;afood       ;  0.03656155
figu_02_01  ;NA          ;aoind       ;  0.06130776
figu_02_01  ;NA          ;aelhy       ;  0.35753905
figu_02_01  ;NA          ;aelbi       ;  0.52989878
figu_02_01  ;NA          ;aelpe       ;  0.38866675
figu_02_01  ;NA          ;awasa       ;  0.49882436
figu_02_01  ;NA          ;acons       ; -0.05550431
figu_02_01  ;NA          ;atran       ;  0.02450592
figu_02_01  ;NA          ;aadmi       ; -0.00561302
figu_02_01  ;NA          ;asefi       ;  0.00479693
figu_02_01  ;NA          ;asenf       ;  0.01276011
figu_02_02  ;NA          ;cagri       ;  0.01164751
figu_02_02  ;NA          ;cfood       ;  0.02875055
figu_02_02  ;NA          ;cpetr       ;  0.02425534
figu_02_02  ;NA          ;coind       ;  0.02900079
figu_02_02  ;NA          ;celec       ;  0.18190674
figu_02_02  ;NA          ;cwadi       ;  0.18323923
figu_02_02  ;NA          ;csaco       ;  4.75415832
figu_02_02  ;NA          ;csanc       ; -3.28818970
figu_02_02  ;NA          ;ccons       ;  0.04461361
figu_02_02  ;NA          ;ctran       ;  0.02618841
figu_02_02  ;NA          ;cadmi       ;  0.02195035
figu_02_02  ;NA          ;csefi       ;  0.00655299
figu_02_02  ;NA          ;csenf       ;  0.01772848
figu_02_03  ;NA          ;cagri       ;  0.03689168
figu_02_03  ;NA          ;cfood       ;  0.01247345
figu_02_03  ;NA          ;cpetr       ;  0.03147022
figu_02_03  ;NA          ;coind       ; -0.00797860
figu_02_03  ;NA          ;celec       ; -0.20018355
figu_02_03  ;NA          ;cwadi       ; -0.23739361
figu_02_03  ;NA          ;csaco       ;  4.03035563
figu_02_03  ;NA          ;csanc       ; -7.09714678
figu_02_03  ;NA          ;ctran       ;  0.01478731
figu_02_03  ;NA          ;csefi       ;  0.05748967
figu_02_03  ;NA          ;csenf       ;  0.03321482
figu_02_04  ;NA          ;cagri       ; -0.00237729
figu_02_04  ;NA          ;cfood       ;  0.03098727
figu_02_04  ;NA          ;coind       ;  0.05617438
figu_02_04  ;NA          ;ccons       ;  0.00098108
figu_02_04  ;NA          ;ctran       ;  0.01706067
figu_02_04  ;NA          ;cadmi       ; -0.00038871
figu_02_04  ;NA          ;csefi       ; -0.02207010
figu_02_04  ;NA          ;csenf       ; -0.00144891
figu_03_01  ;NA          ;cagri       ;  0.00856468
figu_03_01  ;NA          ;cfood       ; -0.00646731
figu_03_01  ;NA          ;cpetr       ;  0.00000000
figu_03_01  ;NA          ;coind       ; -0.00682733
figu_03_01  ;NA          ;celec       ; -0.22631659
figu_03_01  ;NA          ;cwadi       ; -0.22822509
figu_03_01  ;NA          ;csaco       ; -6.37179078
figu_03_01  ;NA          ;csanc       ;  5.00448132
figu_03_01  ;NA          ;ccons       ; -0.02928304
figu_03_01  ;NA          ;ctran       ; -0.00457539
figu_03_01  ;NA          ;cadmi       ;  0.00181255
figu_03_01  ;NA          ;csefi       ;  0.02502755
figu_03_01  ;NA          ;csenf       ;  0.00817690
figu_03_01  ;NA          ;CPINppts    ; -0.00677759
figu_03_02  ;NA          ;aagri       ;  0.07744117
figu_03_02  ;NA          ;afood       ;  0.06652773
figu_03_02  ;NA          ;aoind       ;  0.12567556
figu_03_02  ;NA          ;aelhy       ;  0.87299026
figu_03_02  ;NA          ;aelbi       ;  1.08945397
figu_03_02  ;NA          ;aelpe       ;  0.90343851
figu_03_02  ;NA          ;awasa       ;  1.16036358
figu_03_02  ;NA          ;acons       ; -0.11906704
figu_03_02  ;NA          ;atran       ;  0.04638442
figu_03_02  ;NA          ;aadmi       ; -0.00855938
figu_03_02  ;NA          ;asefi       ;  0.03514089
figu_03_02  ;NA          ;asenf       ;  0.02865029
figu_03_02  ;NA          ;WRLApric    ;  0.00132436
figu_03_03  ;NA          ;aagri       ;  0.20383934
figu_03_03  ;NA          ;afood       ;  0.36925327
figu_03_03  ;NA          ;aoind       ;  0.62408954
figu_03_03  ;NA          ;awasa       ;  5.52644266
figu_03_04  ;NA          ;aagri       ;  0.20383934
figu_03_04  ;NA          ;aelpe       ;  4.12996200
figu_03_04  ;NA          ;awasa       ;  5.52644266
figu_04_01  ;NA          ;GOINvalu    ; -0.10215284
figu_04_01  ;NA          ;GINKvalu    ;  1.25500563
figu_04_01  ;NA          ;TPROvalu    ;  0.00251049
figu_04_01  ;NA          ;TCOMvalu    ; -0.92045347
figu_04_01  ;NA          ;TIMPvalu    ; -0.00131398
figu_04_01  ;NA          ;GTRAvalu    ;  0.02150573
figu_04_02  ;NA          ;HHINvalu    ;  0.02150573
figu_04_02  ;NA          ;HICAvalu    ;  0.03701648
figu_04_02  ;NA          ;HILAvalu    ;  0.02157183
figu_04_02  ;NA          ;HITRvalu    ; -0.00677759
figu_04_02  ;NA          ;HIDPvalu    ;  0.02150573
figu_04_02  ;NA          ;HCOBvalu    ;  0.02150573
figu_04_02  ;NA          ;HSAVvalu    ;  0.02150573
figu_05_01  ;NA          ;cwadi       ;  0.33355701
figu_05_01  ;NA          ;csaco       ;  2.19568330
figu_05_01  ;NA          ;csanc       ; -3.17736984
figu_05_02  ;NA          ;WADIdito    ;  0.29224797
figu_05_02  ;NA          ;WADIcons    ;  0.18323923
figu_05_02  ;NA          ;SACOcons    ;  4.75415832
figu_05_02  ;NA          ;SANCcons    ; -3.28818970
figu_05_03  ;NA          ;cwadi       ; -0.22822509
figu_05_03  ;NA          ;csaco       ; -6.37179078
figu_05_03  ;NA          ;csanc       ;  5.00448132
figu_05_04  ;NA          ;aelhy       ;  0.33543300
figu_05_04  ;NA          ;aelbi       ;  0.50775057
figu_05_04  ;NA          ;aelpe       ;  0.36656354
figu_05_04  ;NA          ;celec       ;  0.37210814
figu_05_05  ;NA          ;ELECdito    ;  0.28666366
figu_05_05  ;NA          ;ELECcons    ;  0.18213948
figu_05_06  ;NA          ;ELECpric    ; -0.22631659
figu_05_07  ;NA          ;cagri       ;  0.01557639
figu_05_07  ;NA          ;cfood       ;  0.03713158
figu_05_08  ;NA          ;cagri       ;  0.03223970
figu_05_08  ;NA          ;cfood       ;  0.02117967
figu_05_09  ;NA          ;cagri       ;  0.01164751
figu_05_09  ;NA          ;cfood       ;  0.02875055
figu_05_10  ;NA          ;cagri       ;  0.00856468
figu_05_10  ;NA          ;cfood       ; -0.00646731
figu_05_11  ;NA          ;ECOSco2e    ;  0.36656354
figu_05_11  ;NA          ;ECOSco2p    ;  0.02683002
figu_05_11  ;NA          ;ECOSnitr    ; -1.92552173
figu_05_11  ;NA          ;ECOSphos    ; -3.17379377
figu_05_11  ;NA          ;ECOSnagr    ;  0.01557639
figu_06_01  ;NA          ;CONSpwat    ;  0.18323923
figu_06_01  ;NA          ;CONSothe    ;  0.02273285
figu_06_01  ;NA          ;PRICpwat    ; -0.22822509
figu_06_01  ;NA          ;PRICothe    ;  0.00088843
figu_06_01  ;NA          ;INCOhous    ;  0.02150573
figu_06_01  ;NA          ;PRICelec    ; -0.22631659
